Site ID,IP Address,Serial Number,Audio 1 L,Audio 1 L Service,Audio 1 R,Audio 1 R Service,Audio 2,Audio 2 Service,Audio 3,Audio 3 Service,Audio 4 L,Audio 4 L Service,Audio 4 R,Audio 4 R Service,Site Name,District,State
2046,10.49.33.46,34401610062,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Ivanhoe RT,Melbourne,NSW
2052,10.12.20.20,34401623868,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Knights Hill,Canberra,NSW
2064,10.12.18.74,34402861763,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Middle Brother,Newcastle,NSW
2066,10.49.47.74,34401599312,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Bingar,Melbourne,NSW
2067,10.12.17.20,34401622339,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Canobolas,Newcastle,NSW
2068,10.12.22.82,34401610868,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Cenn Cruaich,Newcastle,NSW
2069,10.12.23.76,34401609029,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Dowe,Newcastle,NSW
2072,10.66.142.173,34402273627,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Gray RT,Canberra,NSW
2075,10.12.19.20,34401622346,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Moombil,Newcastle,NSW
2076,10.12.25.20,34401600046,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Nardi,Brisbane,NSW
2079,10.12.31.55,34401623934,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Sugarloaf,Newcastle,NSW
2082,10.12.50.90,34401612801,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Wandera,Canberra,NSW
2095,10.49.1.43,34401625220,2506,891 ABC Adelaide,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Rocky Hill,Adelaide,NSW
2132,10.66.138.138,34401625221,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Willans Hill,Canberra,NSW
3001,10.66.136.106,34401625275,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Apex Lookout,Melbourne,VIC
3008,10.66.128.15,34401626597,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Dooen MF,Melbourne,VIC
3013,10.13.16.73,34401620243,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Goschen,Melbourne,VIC
3017,10.13.22.20,34401608097,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Lookout Hill,Melbourne,VIC
3020,10.49.5.204,34401609187,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mallacoota RT,Melbourne,VIC
3026,10.13.23.20,34401623044,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Alexander,Melbourne,VIC
3028,10.13.24.82,34401620598,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Baranduda,Melbourne,VIC
3029,10.49.33.142,34401601509,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Clay,Melbourne,VIC
3031,10.13.17.20,34401597976,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Dundas,Melbourne,VIC
3035,10.13.21.20,34401627700,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Major,Melbourne,VIC
3038,10.13.25.80,34401619775,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Tassie,Melbourne,VIC
3057,10.13.50.20,34401623024,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Yatpool,Melbourne,VIC
4000,10.66.144.139,34401606635,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Alpha,South Queensland,QLD
4014,10.66.149.177,34401626859,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Black Mountain RT,Brisbane,QLD
4023,10.66.150.140,34402281936,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2901,ABC EMG2,Buchan Point RT,North Queensland,QLD
4026,10.49.6.205,34401622542,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Camooweal RT,North Queensland,QLD
4036,10.49.34.144,34401623562,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Cooktown,North Queensland,QLD
4039,10.49.43.235,34401628249,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Croydon,North Queensland,QLD
4046,10.49.17.13,34401621452,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Dulong Lookout,Brisbane,QLD
4051,10.66.146.77,34402078249,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Emerald Downs RT,South Queensland,QLD
4053,10.49.42.238,34401609000,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Georgetown,North Queensland,QLD
4062,10.49.42.206,34401612691,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Hospital Hill,North Queensland,QLD
4070,10.49.8.200,34401611647,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Karumba,North Queensland,QLD
4071,10.49.43.203,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laura RT,North Queensland,QLD
4074,10.65.202.12,34402069810,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Lower Beechmont,Brisbane,QLD
4086,10.49.5.110,34401610597,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mitchell Escarpment,South Queensland,QLD
4091,10.11.22.36,34401623714,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Bellenden-Ker,North Queensland,QLD
4093,10.11.23.20,34401627306,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Blackwood,North Queensland,QLD
4097,10.11.21.36,34401604679,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Goonaneman,South Queensland,QLD
4100,10.49.29.78,34401620772,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,DCA Hill,North Queensland,QLD
4104,10.11.19.36,34401604705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mt Mowbullan,South Queensland,QLD
4105,10.49.12.111,34401621912,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Myrtle RT,North Queensland,QLD
4107,10.11.50.20,34401620894,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Stuart,North Queensland,QLD
4114,10.11.18.36,34401609951,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Passchendaele Ridge,South Queensland,QLD
4115,10.49.43.139,34401623034,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Pentland RT,North Queensland,QLD
4125,10.66.150.205,34401603094,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Round Hill,South Queensland,QLD
4127,10.66.139.76,34402083072,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Shingle Beach Hill,North Queensland,QLD
4161,10.66.139.106,34401598674,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Bowen Hill,North Queensland,QLD
4176,10.49.17.168,34401609032,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Glenden,North Queensland,QLD
4218,10.49.17.136,34401624176,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Lakeland RT,North Queensland,QLD
5004,10.49.21.45,34401620258,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Borthwick Hill RT,Adelaide,SA
5006,10.49.9.15,34401626458,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Coober Pedy RT,Adelaide,SA
5012,10.49.23.109,34401614499,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Leigh Creek MF,Adelaide,SA
5013,10.65.170.20,34401619251,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Loxton,Adelaide,SA
5015,10.14.17.20,34401629268,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Mt Burr,Adelaide,SA
5024,10.66.129.171,34394091255,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Roxby Downs RT,Adelaide,SA
5025,10.49.22.13,34401614587,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Streaky Bay MF,Adelaide,SA
5027,10.14.18.20,34401623632,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,The Bluff,Adelaide,SA
6007,10.49.34.47,34401622632,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Brown Range,Perth,WA
6008,10.49.47.8,34402282075,2606,ABC Bunbury,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Yallingup MF,Perth,WA
6015,10.49.46.171,34401620793,2608,ABC Gerald,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Dalwallinu MF,Perth,WA
6031,10.49.2.110,34401607781,2608,ABC Gerald,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Kalbarri,Perth,WA
6047,10.49.0.237,34401613811,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mawson Trig,Perth,WA
6052,10.66.144.176,34401622612,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Moresby Range,Perth,WA
6054,10.65.158.21,34402277973,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mt Barker,Perth,WA
6058,10.15.17.23,34401621366,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mt Lennard,Perth,WA
6078,10.49.14.44,34401619561,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Peters Hill,Perth,WA
6079,10.49.46.237,34401621060,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Finucane Island,Perth,WA
6089,10.66.128.134,34401628308,2606,ABC Bunbury,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Minding MF,Perth,WA
6090,10.66.145.140,34401628514,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Wireless Hill RT,Perth,WA
6094,10.49.33.173,34401617404,2608,ABC Gerald,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Yalgoo,Perth,WA
7007,10.66.137.79,34401615137,2702,ABC Laun,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Kelcey Tier,Tasmania,TAS
7012,10.13.200.20,34401614038,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Barrow,Tasmania,TAS
8000,10.49.32.139,34401614774,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Robin Falls,Darwin,NT
8005,10.49.43.79,34401604414,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Borroloola,Darwin,NT
8011,10.49.38.238,34401613664,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Galiwinku,Darwin,NT
8034,10.66.136.200,34402276804,2803,ABC Alice,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,West Gap,Darwin,NT
6079,10.49.46.238,34401622185,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Finucane Island,Perth,WA
6090,10.66.145.139,34401627178,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Wireless Hill RT,Perth,WA
6094,10.49.33.174,34401610638,2608,ABC Gerald,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Yalgoo,Perth,WA
8000,10.49.32.140,34401611320,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Robin Falls,Darwin,NT
8005,10.49.43.80,34401625526,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Borroloola,Darwin,NT
2132,10.66.138.136,34401604761,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Willans Hill,Canberra,NSW
4033,10.49.36.111,34401624231,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Clermont,North Queensland,QLD
4098,10.11.16.36,34401609939,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Hopeful,South Queensland,QLD
4124,10.49.36.47,34401597599,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Roma RT,South Queensland,QLD
6065,10.49.22.175,34401619762,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Narrogin RT,Perth,WA
2023,10.49.41.207,34401608434,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Condobolin,Newcastle,NSW
2027,10.66.143.171,34401623895,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Wades Hill,Canberra,NSW
2029,10.66.130.236,34401625778,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Deniliquin,Melbourne,NSW
2032,10.49.39.171,34401598473,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,The Gap Range,Brisbane,NSW
2034,10.66.135.109,34401598322,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Carpenters Hill,Brisbane,NSW
2038,10.49.42.111,34401617027,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Goodooga RT,Newcastle,NSW
2042,10.49.20.43,34401611209,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2201,ABC RN,2202,ABC Dubbo,2202,ABC Dubbo,Goulburn MF,Canberra,NSW
2044,10.49.9.235,34401602296,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Hay,Melbourne,NSW
2047,10.49.37.207,34401624500,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Jerilderie,Melbourne,NSW
2049,10.49.41.48,34401623447,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Cumbermelon,Newcastle,NSW
2057,10.49.42.144,34401620595,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Lightning Ridge,Newcastle,NSW
2058,10.49.7.140,34401610809,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Littleton,Canberra,NSW
2062,10.49.27.238,34401609673,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Menindee,Adelaide,NSW
2063,10.49.28.207,34401618005,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Merriwa,Newcastle,NSW
2073,10.66.151.144,34401626853,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Helen RT,Newcastle,NSW
2077,10.49.6.110,34401622439,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Oxley RT,Newcastle,NSW
2093,10.49.38.176,34401613003,2900,ABC EMG1,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Garlands Hill,Canberra,NSW
2111,10.49.21.203,34403221237,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Clive Blakes Hill,Newcastle,NSW
2112,10.49.4.104,34401609709,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Walgett,Newcastle,NSW
2114,10.49.27.203,34401617226,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Wilcannia MF,Adelaide,NSW
2132,10.66.138.137,34401620824,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Willans Hill,Canberra,NSW
2149,10.66.150.171,34401621767,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Balranald Exchange RT,Melbourne,NSW
3032,10.66.133.80,34401614839,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Elliot,Melbourne,VIC
3033,10.49.27.141,34402870964,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Lawloit RT,Melbourne,VIC
3034,10.49.40.235,34401629015,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Livingstone,Melbourne,VIC
3036,10.49.6.240,34401616845,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Raymond RT,Melbourne,VIC
3048,10.66.146.15,34401614033,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,The Paps,Melbourne,VIC
3052,10.49.33.75,34401617876,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Wangaratta MF,Melbourne,VIC
3056,10.49.33.107,34401619786,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Wodonga MF,Melbourne,VIC
3080,10.49.9.203,34401627773,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Hopetoun,Melbourne,VIC
4001,10.49.43.111,34401624328,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Aramac,South Queensland,QLD
4003,10.49.23.174,34401608317,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Augathella,South Queensland,QLD
4009,10.49.35.75,34401613438,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Barcaldine,South Queensland,QLD
4010,10.49.36.77,34401627171,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Barcoola Homestead,South Queensland,QLD
4012,10.49.45.75,34401624787,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Bedourie,South Queensland,QLD
4013,10.49.32.110,34401624288,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Birdsville RT,South Queensland,QLD
4015,10.49.36.13,34401619738,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Blackall,South Queensland,QLD
4018,10.49.40.203,34402082375,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Boulia,South Queensland,QLD
4027,10.66.146.139,34401609241,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Capella,South Queensland,QLD
4028,10.49.43.15,34401608305,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Carborough Range,North Queensland,QLD
4030,10.49.21.15,34401616327,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Charleville,South Queensland,QLD
4032,10.49.30.206,34401603891,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Towers Hill,North Queensland,QLD
4033,10.49.36.112,34401629281,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Clermont,North Queensland,QLD
