Site ID,IP Address,Serial Number,Audio 1 L,Audio 1 L Service,Audio 1 R,Audio 1 R Service,Audio 2,Audio 2 Service,Audio 3,Audio 3 Service,Audio 4 L,Audio 4 L Service,Audio 4 R,Audio 4 R Service,Site Name,District,State
4001,10.49.43.112,34401624563,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Aramac,South Queensland,QLD
4003,10.49.23.175,34401598732,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Augathella,South Queensland,QLD
4009,10.49.35.76,34401611010,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Barcaldine,South Queensland,QLD
4015,10.49.36.14,34401609474,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Blackall,South Queensland,QLD
4027,10.66.146.140,34401602472,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Capella,South Queensland,QLD
4030,10.49.21.16,34401627455,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Charleville,South Queensland,QLD
4032,10.49.30.207,34401623218,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Towers Hill,North Queensland,QLD
4037,10.49.40.172,34402089241,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Olio,North Queensland,QLD
4041,10.66.146.173,34402071248,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Cutlers Hill RT,South Queensland,QLD
4045,10.49.25.79,34401620842,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Dirranbandi,South Queensland,QLD
4048,10.49.31.110,34402079985,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Reservoir Hill,South Queensland,QLD
4054,10.49.25.113,34402087590,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Goondiwindi,South Queensland,QLD
4058,10.49.39.50,34401616318,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Green Hill,North Queensland,QLD
4064,10.49.32.241,34401622996,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Hughenden,North Queensland,QLD
4066,10.49.40.140,34401625600,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Isisford,South Queensland,QLD
4067,10.66.144.76,34401611493,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Colorado,South Queensland,QLD
4069,10.49.28.111,34401620851,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Julia Creek RT,North Queensland,QLD
4072,10.49.3.174,34401624418,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Longreach,South Queensland,QLD
4084,10.49.2.216,34401598242,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Miles Hill RT,South Queensland,QLD
4087,10.49.22.207,34401613750,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Morven,South Queensland,QLD
4090,10.66.139.138,34401627231,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Avarice RT,North Queensland,QLD
4112,10.49.17.76,34401612558,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Muttaburra,South Queensland,QLD
4117,10.66.138.15,34401606323,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Newell Beach RT,North Queensland,QLD
4119,10.49.30.174,34401601639,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Rangelands,North Queensland,QLD
4120,10.49.28.46,34401604085,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Richmond RT,North Queensland,QLD
4122,10.49.15.140,34401625335,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Rocky Point,North Queensland,QLD
4123,10.66.146.109,34401610643,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Roddas Lookout RT,South Queensland,QLD
4131,10.49.20.174,34401619075,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,St George,South Queensland,QLD
4133,10.49.10.205,34401610281,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Walpanara,South Queensland,QLD
4151,10.49.10.141,34401602231,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Yellowcap Ridge,South Queensland,QLD
5009,10.49.22.239,34401614458,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Hawker,Adelaide,SA
5010,10.49.8.146,34401623571,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Keith RT,Adelaide,SA
5011,10.49.17.237,34401600886,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Kongwirra RT,Adelaide,SA
5016,10.49.18.75,34401617116,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Mt Damper,Adelaide,SA
5023,10.49.35.144,34401625540,NA,NA,NA,NA,2501,ABC RN,2500,Classic FM,NA,NA,NA,NA,Quorn,Adelaide,SA
5029,10.66.131.40,34401621436,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Watertank Hill RT,Adelaide,SA
5031,10.49.17.205,34402869694,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Wirrulla RT,Adelaide,SA
6017,10.66.140.113,34401609159,2604,ABC Broome,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Derby Town RT,Darwin,WA
6019,10.49.21.236,34401609669,2603,ABC Kalgoo,2601,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Eneabba,Perth,WA
6021,10.66.143.46,34401616707,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,North West Cape,Perth,WA
6030,10.49.28.14,34401625618,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Jurien,Perth,WA
6042,10.49.28.77,34401621563,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Leeman,Perth,WA
6050,10.66.147.236,34394090832,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Merredin RT,Perth,WA
6053,10.66.140.139,34402281033,2604,ABC Broome,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mt Albany,Darwin,WA
6061,10.49.35.49,34401599396,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mt Welcome,Perth,WA
6064,10.49.27.79,34401622698,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Narembeen,Perth,WA
6071,10.66.143.76,34402862858,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Onslow,Perth,WA
6072,10.49.16.172,34401603193,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Pannawonica,Perth,WA
6074,10.49.8.21,34402279420,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Paraburdoo,Perth,WA
6084,10.49.23.145,34401629049,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Red Hill,Perth,WA
6085,10.49.21.140,34401610178,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Red Lake RT,Perth,WA
6087,10.49.36.145,34401624140,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Tom Price,Perth,WA
6125,10.66.143.13,34401625300,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Shark Bay RT,Perth,WA
7001,10.49.4.234,34401629542,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Companion Hill RT,Tasmania,TAS
7036,10.66.137.16,34401613400,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Moreys Hill,Tasmania,TAS
8015,10.49.34.239,34401625144,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Gregory Place RT,Darwin,NT
8020,10.49.38.210,34401604110,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Mt Saunders,Darwin,NT
2014,10.49.10.10,34402867676,2502,ABC PPirie,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Broken Hill MF,Adelaide,NSW
2020,10.65.90.21,None,2205,702 ABC Sydney,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Gungahlin MF,Canberra,ACT
2026,10.49.20.11,34401622160,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Corowa MF,Melbourne,NSW
2027,10.66.143.172,34401614715,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Wades Hill,Canberra,NSW
2093,10.49.38.175,34401617750,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Garlands Hill,Canberra,NSW
2260,10.66.145.73,34401615024,2205,702 ABC Sydney,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Penang,Newcastle,NSW
4020,10.65.186.20,34394090259,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Brandon MF,North Queensland,QLD
4028,10.49.43.16,34401627162,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Carborough Range,North Queensland,QLD
4042,10.49.20.107,34401621736,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Dalby MF,South Queensland,QLD
4050,10.49.19.172,34401629543,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Emerald MF,South Queensland,QLD
4055,10.66.135.233,34401627995,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Gordonvale MF,North Queensland,QLD
4068,10.49.42.171,34402864247,2404,ABC Mt Isa,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Julia Creek MF,North Queensland,QLD
4132,10.49.35.203,34401629346,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,St George MF,South Queensland,QLD
4141,10.49.39.107,34401597823,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Thursday Island MF,North Queensland,QLD
4152,10.66.150.11,34401620039,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Yungaburra MF,North Queensland,QLD
4187,10.49.14.76,34401626972,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Biloela RT,South Queensland,QLD
5002,10.49.18.9,34401602936,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Berri MF,Adelaide,SA
5007,10.49.18.168,34401611463,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Crystal Brook MF,Adelaide,SA
5020,10.49.26.75,34402869295,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Naracoorte MF,Adelaide,SA
5022,10.66.135.45,34401621182,NA,NA,NA,NA,2501,ABC RN,2500,Classic FM,NA,NA,NA,NA,Port Lincoln MF,Adelaide,SA
6000,10.66.148.139,34401616443,2606,ABC Bunbury,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Albany MF,Perth,WA
6005,10.49.24.235,34401602914,2606,ABC Bunbury,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Bridgetown MF,Perth,WA
6025,10.49.32.203,34401612084,2608,ABC Gerald,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Narra Tarra Estate MF,Perth,WA
6032,10.49.22.139,34401620877,2603,ABC Kalgoo,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Kalgoorlie MF,Perth,WA
6073,10.49.16.203,34401608321,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Pannawonica MF,Perth,WA
8026,10.49.11.204,34401628089,2803,ABC Alice,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Tennant Creek RT,Darwin,NT
2018,10.49.26.108,34401609586,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Byrock MF,Newcastle,NSW
2107,10.49.42.15,34401604175,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Tottenham,Newcastle,NSW
3085,10.66.149.110,34401623532,2303,774 ABC Melbourne,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Apollo Bay,Melbourne,VIC
4031,10.49.25.237,34401617726,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Warrego River MF,South Queensland,QLD
4073,10.65.142.21,34401610661,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Cramsie MF,South Queensland,QLD
6009,10.49.34.76,34401619307,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Carnarvon MF,Perth,WA
6018,10.49.15.105,34401601612,2604,ABC Broome,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Derby MF,Darwin,WA
6022,10.49.16.108,34401611576,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Exmouth MF,Perth,WA
6035,10.66.141.137,34401628179,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Karratha MF,Perth,WA
6080,10.49.20.236,34401625206,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Port Hedland MF,Perth,WA
8014,10.49.11.172,34401623271,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Jabiru MF,Darwin,NT
3018,10.65.178.20,34401626369,2303,774 ABC Melbourne,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Lower Plenty MF,Melbourne,VIC
5038,10.65.184.20,34401624253,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Wingfield MF,Adelaide,SA
2096,10.66.145.43,34394100439,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Rossgole Lookout,Newcastle,NSW
2123,10.12.21.21,34401628753,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Soma Mountain,Newcastle,NSW
2133,10.49.12.78,34401624863,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Little Duval Upper RT,Newcastle,NSW
2303,10.49.21.108,34401614356,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Table Top Mountain,Brisbane,NSW
3050,10.66.148.48,34402275833,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Tower Hill,Melbourne,VIC
3053,10.49.26.208,34401627981,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Warrion Hill,Melbourne,VIC
3059,10.49.8.171,34401605407,2001,ABC News,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Taylor,Melbourne,VIC
3171,10.49.1.8,34401625829,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Warrenheip,Melbourne,VIC
4161,10.66.139.107,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bowen Hill,North Queensland,QLD
4318,10.66.148.236,34401624126,2406,ABC Toowoo,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Eastmans Ridge,South Queensland,QLD
6057,10.66.136.73,34401617625,2606,ABC Bunbury,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Mt Latham RT,Perth,WA
7020,10.49.13.14,34401605204,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Round Hill RT,Tasmania,TAS
8017,10.49.11.172,34401623271,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Katherine RT,Darwin,NT
2116,10.65.86.15,34412796765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windang Town MF,Canberra,NSW
2020,10.65.90.22,34410093413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gungahlin MF,Canberra,ACT
2130,10.66.151.106,34394092551,328,SBS 1 Syd Radio,328,SBS 1 Syd Radio,NO SELECTION,NA,NO SELECTION,NA,NO SELECTION,NA,NO SELECTION,NA,Windang Peninsula MF,Canberra,NSW
2147,10.49.24.107,34401626097,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Hexham MF,Newcastle,NSW
4094,10.11.25.21,34403236251,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Mt Coot-Tha,Brisbane,QLD
5018,10.65.174.24,34402877787,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Mt Lofty,Adelaide,SA
6003,10.15.19.24,34401624031,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Bickley,Perth,WA
8032,10.14.203.22,34403228844,NA,NA,NA,NA,2300 (NOT PRESENT),NA,NO SELECTION,NA,NA,NA,NA,NA,Deloraine Road,Darwin,NT
7021,10.49.5.75,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Sister Hill,Tasmania,TAS
2008,10.15.200.20,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black Mountain Tower,Canberra,ACT
3047,10.65.74.20,34412795724,2303,774 ABC Melbourne,2301,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Sydenham MF,Melbourne,VIC
5021,10.65.94.20,34401612337,2506,891 ABC Adelaide,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Pimpala MF,Adelaide,SA
4094,10.11.25.81,34401619078,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Coot-Tha,Brisbane,QLD
5018,10.65.174.21,34401599506,2502,ABC PPirie,2501,ABC RN,2500,Classic FM,2505,triple j,2001,ABC News,2900,ABC EMG1,Mt Lofty,Adelaide,SA
7019,10.65.190.21,34401611579,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Ralphs Bay MF,Tasmania,TAS
4006,10.65.42.81,34401615086,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Bald Hills MF,Brisbane,QLD
4097,10.11.21.80,34401606144,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Goonaneman,South Queensland,QLD
6028,10.65.98.21,34401615201,2607,720 ABC Perth,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Hamersley MF,Perth,WA
7016,10.65.180.22,34401606669,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Wellington,Tasmania,TAS
8032,10.14.203.21,34401598289,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Deloraine Road,Darwin,NT
6003,10.15.19.20,34401615990,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Bickley,Perth,WA
3056,10.49.33.108,34401602059,2302,ABC Wdnga,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Wodonga MF,Melbourne,VIC
2017,10.49.38.47,34402282704,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Buninyong Hill RT,Newcastle,NSW
3016,10.13.52.12,34401607007,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Longford MF,Melbourne,VIC
4309,10.49.10.169,34401608443,2403,ABC Longre,2901,ABC EMG2,NO SELECTION,NA,NO SELECTION,NA,NO SELECTION,NA,2900,ABC EMG1,Dundowran MF,South Queensland,QLD
6003,10.15.19.21,34401626110,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Bickley,Perth,WA
7016,10.65.180.24,34403233778,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Mt Wellington,Tasmania,TAS
3047,10.65.74.21,34412805243,2303,774 ABC Melbourne,2301,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Sydenham MF,Melbourne,VIC
1001,10.66.145.42,34402273911,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mulong,No District,NA
1001,10.49.39.107,34401597823,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mulong,No District,NA
